"VAR1" "WAVE_NON" "TREE_NO" "año" "conos" "DBH" "crecimiento"
"478" "Blackbea" "n" "1212 per" 1996 0 15.7 9
"479" "Blackbea" "n" "1212 per" 1997 0 15.7 11
"480" "Blackbea" "n" "1212 per" 1998 118.7 15.7 9
"481" "Blackbea" "n" "1213" 1991 0 8.5 17
"482" "Blackbea" "n" "1213" 1992 5 8.5 13
"483" "Blackbea" "n" "1213" 1993 2 8.5 11
"484" "Blackbea" "n" "1213" 1994 22 8.5 8
"485" "Blackbea" "n" "1213" 1995 0 8.5 9
"486" "Blackbea" "n" "1213" 1996 15 8.5 5
"487" "Blackbea" "n" "1213" 1997 0 8.5 11
"488" "Blackbea" "n" "1213" 1998 6 8.5 9
"489" "Blackbea" "n" "1215" 1991 0 NA NA
"490" "Blackbea" "n" "1215" 1992 0 NA NA
"491" "Blackbea" "n" "1215" 1993 0 NA 15
"492" "Blackbea" "n" "1215" 1994 0 NA 18
"493" "Blackbea" "n" "1215" 1995 0 NA 11
"494" "Blackbea" "n" "1215" 1996 6 NA 13
"495" "Blackbea" "n" "1215" 1997 3 NA 16
"496" "Blackbea" "n" "1215" 1998 9 NA 11
"497" "Blackbea" "n" "1229" 1991 0 8.5 22
"498" "Blackbea" "n" "1229" 1992 0 8.5 21
"499" "Blackbea" "n" "1229" 1993 0 8.5 21
"500" "Blackbea" "n" "1229" 1994 0 8.5 19
"501" "Blackbea" "n" "1229" 1995 0 8.5 20
"502" "Blackbea" "n" "1229" 1996 0 8.5 20
"503" "Blackbea" "n" "1229" 1997 0 8.5 23
"504" "Blackbea" "n" "1229" 1998 19 8.5 18
"505" "Blackbea" "n" "1230" 1991 0 10.7 28
"506" "Blackbea" "n" "1230" 1992 0 10.7 17
"507" "Blackbea" "n" "1230" 1993 0 10.7 19
"508" "Blackbea" "n" "1230" 1994 37 10.7 13
"509" "Blackbea" "n" "1230" 1995 0 10.7 13
"510" "Blackbea" "n" "1230" 1996 0 10.7 17
"511" "Blackbea" "n" "1230" 1997 0 10.7 22
"512" "Blackbea" "n" "1230" 1998 34 10.7 17
"513" "Blackbea" "n" "1231" 1991 0 10.2 15
"514" "Blackbea" "n" "1231" 1992 0 10.2 18
"515" "Blackbea" "n" "1231" 1993 0 10.2 25
"516" "Blackbea" "n" "1231" 1994 33 10.2 15
"517" "Blackbea" "n" "1231" 1995 0 10.2 11
"518" "Blackbea" "n" "1231" 1996 0 10.2 19
"519" "Blackbea" "n" "1231" 1997 0 10.2 24
"520" "Blackbea" "n" "1231" 1998 0 10.2 17
"521" "Blackbea" "n" "1232" 1991 0 10.8 14
"522" "Blackbea" "n" "1232" 1992 0 10.8 12
"523" "Blackbea" "n" "1232" 1993 5 10.8 12
"524" "Blackbea" "n" "1232" 1994 16 10.8 9
"525" "Blackbea" "n" "1232" 1995 3 10.8 13
"526" "Blackbea" "n" "1232" 1996 0 10.8 20
"527" "Blackbea" "n" "1232" 1997 0 10.8 13
"528" "Blackbea" "n" "1232" 1998 37 10.8 9
"529" "Blackbea" "n" "1237" 1991 0 9 23
"530" "Blackbea" "n" "1237" 1992 0 9 14
"531" "Blackbea" "n" "1237" 1993 0 9 15
"532" "Blackbea" "n" "1237" 1994 9 9 15
"533" "Blackbea" "n" "1237" 1995 0 9 11
"534" "Blackbea" "n" "1237" 1996 0 9 17
"535" "Blackbea" "n" "1237" 1997 0 9 22
"536" "Blackbea" "n" "1237" 1998 0 9 18
"537" "Blackbea" "n" "1238" 1991 0 9.4 22
"538" "Blackbea" "n" "1238" 1992 0 9.4 17
"539" "Blackbea" "n" "1238" 1993 0 9.4 16
"540" "Blackbea" "n" "1238" 1994 70 9.4 11
"541" "Blackbea" "n" "1238" 1995 0 9.4 10
"542" "Blackbea" "n" "1238" 1996 25 9.4 11
"543" "Blackbea" "n" "1238" 1997 0 9.4 9
"544" "Blackbea" "n" "1238" 1998 51 9.4 8
"545" "Blackbea" "n" "1241" 1991 0 7.6 23
"546" "Blackbea" "n" "1241" 1992 0 7.6 12
"547" "Blackbea" "n" "1241" 1993 0 7.6 21
"548" "Blackbea" "n" "1241" 1994 0 7.6 24
"549" "Blackbea" "n" "1241" 1995 0 7.6 21
"550" "Blackbea" "n" "1241" 1996 0 7.6 23
"551" "Blackbea" "n" "1241" 1997 0 7.6 21
"552" "Blackbea" "n" "1241" 1998 0 7.6 20
"553" "Blackbea" "n" "1242" 1991 0 10.6 20
"554" "Blackbea" "n" "1242" 1992 0 10.6 22
"555" "Blackbea" "n" "1242" 1993 0 10.6 22
"556" "Blackbea" "n" "1242" 1994 11 10.6 20
"557" "Blackbea" "n" "1242" 1995 0 10.6 23
"558" "Blackbea" "n" "1242" 1996 0 10.6 21
"559" "Blackbea" "n" "1242" 1997 0 10.6 29
"560" "Blackbea" "n" "1242" 1998 33 10.6 17
"561" "Blackbea" "n" "1244" 1991 0 10 17
"562" "Blackbea" "n" "1244" 1992 0 10 19
"563" "Blackbea" "n" "1244" 1993 0 10 21
"564" "Blackbea" "n" "1244" 1994 22 10 23
"565" "Blackbea" "n" "1244" 1995 0 10 15
"566" "Blackbea" "n" "1244" 1996 0 10 17
"567" "Blackbea" "n" "1244" 1997 0 10 28
"568" "Blackbea" "n" "1244" 1998 20 10 19
"569" "Blackbea" "n" "1246" 1991 0 8 29
"570" "Blackbea" "n" "1246" 1992 0 8 20
"571" "Blackbea" "n" "1246" 1993 0 8 21
"572" "Blackbea" "n" "1246" 1994 0 8 17
"573" "Blackbea" "n" "1246" 1995 0 8 17
"574" "Blackbea" "n" "1246" 1996 0 8 19
"575" "Blackbea" "n" "1246" 1997 0 8 20
"576" "Blackbea" "n" "1246" 1998 0 8 18
"577" "Blackbea" "n" "1248" 1991 0 7.4 20
"578" "Blackbea" "n" "1248" 1992 0 7.4 13
"579" "Blackbea" "n" "1248" 1993 0 7.4 16
"580" "Blackbea" "n" "1248" 1994 41 7.4 11
"581" "Blackbea" "n" "1248" 1995 0 7.4 19
"582" "Blackbea" "n" "1248" 1996 0 7.4 23
"583" "Blackbea" "n" "1248" 1997 0 7.4 28
"584" "Blackbea" "n" "1248" 1998 20 7.4 18
"585" "Blackbea" "n" "1250" 1991 0 9.1 25
"586" "Blackbea" "n" "1250" 1992 0 9.1 22
"587" "Blackbea" "n" "1250" 1993 0 9.1 20
"588" "Blackbea" "n" "1250" 1994 12 9.1 21
"589" "Blackbea" "n" "1250" 1995 0 9.1 21
"590" "Blackbea" "n" "1250" 1996 0 9.1 22
"591" "Blackbea" "n" "1250" 1997 0 9.1 24
"592" "Blackbea" "n" "1250" 1998 5 9.1 23
"593" "Blackbea" "n" "1251" 1991 0 6.7 30
"594" "Blackbea" "n" "1251" 1992 0 6.7 13
"595" "Blackbea" "n" "1251" 1993 0 6.7 17
"596" "Blackbea" "n" "1251" 1994 25 6.7 18
"597" "Blackbea" "n" "1251" 1995 0 6.7 16
"598" "Blackbea" "n" "1251" 1996 12 6.7 27
"599" "Blackbea" "n" "1251" 1997 0 6.7 25
"600" "Blackbea" "n" "1251" 1998 16 6.7 18
"601" "Blackbea" "n" "1252" 1991 0 9.7 21
"602" "Blackbea" "n" "1252" 1992 0 9.7 12
"603" "Blackbea" "n" "1252" 1993 0 9.7 16
"604" "Blackbea" "n" "1252" 1994 24 9.7 14
"605" "Blackbea" "n" "1252" 1995 0 9.7 13
"606" "Blackbea" "n" "1252" 1996 0 9.7 17
"607" "Blackbea" "n" "1252" 1997 0 9.7 23
"608" "Blackbea" "n" "1252" 1998 3 9.7 18
"609" "Blackbea" "n" "1253" 1991 0 6.8 19
"610" "Blackbea" "n" "1253" 1992 0 6.8 21
"611" "Blackbea" "n" "1253" 1993 0 6.8 28
"612" "Blackbea" "n" "1253" 1994 0 6.8 23
"613" "Blackbea" "n" "1253" 1995 0 6.8 21
"614" "Blackbea" "n" "1253" 1996 0 6.8 25
"615" "Blackbea" "n" "1253" 1997 0 6.8 30
"616" "Blackbea" "n" "1253" 1998 0 6.8 17
"617" "Blackbea" "n" "1254" 1991 0 8.6 22
"618" "Blackbea" "n" "1254" 1992 0 8.6 15
"619" "Blackbea" "n" "1254" 1993 0 8.6 12
"620" "Blackbea" "n" "1254" 1994 50 8.6 7
"621" "Blackbea" "n" "1254" 1995 0 8.6 6
"622" "Blackbea" "n" "1254" 1996 0 8.6 13
"623" "Blackbea" "n" "1254" 1997 0 8.6 17
"624" "Blackbea" "n" "1254" 1998 24 8.6 13
"625" "Blackbea" "n" "1255" 1991 0 9.1 32
"626" "Blackbea" "n" "1255" 1992 0 9.1 26
"627" "Blackbea" "n" "1255" 1993 0 9.1 24
"628" "Blackbea" "n" "1255" 1994 36 9.1 31
"629" "Blackbea" "n" "1255" 1995 0 9.1 22
"630" "Blackbea" "n" "1255" 1996 0 9.1 21
"631" "Blackbea" "n" "1255" 1997 0 9.1 16
"632" "Blackbea" "n" "1255" 1998 0 9.1 13
"633" "Blackbea" "n" "1258" 1991 0 6.3 21
"634" "Blackbea" "n" "1258" 1992 0 6.3 13
"635" "Blackbea" "n" "1258" 1993 0 6.3 13
"636" "Blackbea" "n" "1258" 1994 20 6.3 9
"637" "Blackbea" "n" "1258" 1995 0 6.3 9
"638" "Blackbea" "n" "1258" 1996 2 6.3 10
"639" "Blackbea" "n" "1258" 1997 0 6.3 20
"640" "Blackbea" "n" "1258" 1998 6 6.3 10
"641" "Blackbea" "n" "1260" 1991 0 6.7 15
"642" "Blackbea" "n" "1260" 1992 0 6.7 13
"643" "Blackbea" "n" "1260" 1993 0 6.7 13
"644" "Blackbea" "n" "1260" 1994 37 6.7 9
"645" "Blackbea" "n" "1260" 1995 0 6.7 10
"646" "Blackbea" "n" "1260" 1996 2 6.7 11
"647" "Blackbea" "n" "1260" 1997 0 6.7 19
"648" "Blackbea" "n" "1260" 1998 17 6.7 11
"649" "Blackbea" "n" "1263" 1991 0 NA 24
"650" "Blackbea" "n" "1263" 1992 0 NA 21
"651" "Blackbea" "n" "1263" 1993 0 NA 20
"652" "Blackbea" "n" "1263" 1994 0 NA 22
"653" "Blackbea" "n" "1263" 1995 0 NA 22
"654" "Blackbea" "n" "1263" 1996 0 NA 21
"655" "Blackbea" "n" "1263" 1997 0 NA 27
"656" "Blackbea" "n" "1263" 1998 0 NA 17
"657" "Blackbea" "n" "1266" 1991 0 10.9 20
"658" "Blackbea" "n" "1266" 1992 0 10.9 15
"659" "Blackbea" "n" "1266" 1993 0 10.9 15
"660" "Blackbea" "n" "1266" 1994 32 10.9 11
"661" "Blackbea" "n" "1266" 1995 0 10.9 10
"662" "Blackbea" "n" "1266" 1996 0 10.9 14
"663" "Blackbea" "n" "1266" 1997 0 10.9 21
"664" "Blackbea" "n" "1266" 1998 14 10.9 15
"665" "Blackbea" "n" "1273" 1991 0 9.5 35
"666" "Blackbea" "n" "1273" 1992 0 9.5 33
"667" "Blackbea" "n" "1273" 1993 0 9.5 30
"668" "Blackbea" "n" "1273" 1994 0 9.5 31
"669" "Blackbea" "n" "1273" 1995 0 9.5 25
"670" "Blackbea" "n" "1273" 1996 0 9.5 28
"671" "Blackbea" "n" "1273" 1997 0 9.5 26
"672" "Blackbea" "n" "1273" 1998 0 9.5 23
"673" "Blackbea" "n" "1274" 1991 0 9.9 33
"674" "Blackbea" "n" "1274" 1992 0 9.9 31
"675" "Blackbea" "n" "1274" 1993 0 9.9 25
"676" "Blackbea" "n" "1274" 1994 6 9.9 28
"677" "Blackbea" "n" "1274" 1995 0 9.9 27
"678" "Blackbea" "n" "1274" 1996 0 9.9 25
"679" "Blackbea" "n" "1274" 1997 0 9.9 31
"680" "Blackbea" "n" "1274" 1998 9 9.9 28
"681" "Blackbea" "n" "1277" 1991 0 6.8 12
"682" "Blackbea" "n" "1277" 1992 0 6.8 10
"683" "Blackbea" "n" "1277" 1993 0 6.8 7
"684" "Blackbea" "n" "1277" 1994 13 6.8 8
"685" "Blackbea" "n" "1277" 1995 0 6.8 18
"686" "Blackbea" "n" "1277" 1996 0 6.8 16
"687" "Blackbea" "n" "1277" 1997 0 6.8 23
"688" "Blackbea" "n" "1277" 1998 13 6.8 17
"689" "Blackbea" "n" "1279" 1991 0 9.8 31
"690" "Blackbea" "n" "1279" 1992 0 9.8 21
"691" "Blackbea" "n" "1279" 1993 0 9.8 22
"692" "Blackbea" "n" "1279" 1994 16 9.8 22
"693" "Blackbea" "n" "1279" 1995 0 9.8 21
"694" "Blackbea" "n" "1279" 1996 3 9.8 20
"695" "Blackbea" "n" "1279" 1997 0 9.8 21
"696" "Blackbea" "n" "1279" 1998 27 9.8 13
"697" "Blackbea" "n" "1280" 1991 0 7.7 33
"698" "Blackbea" "n" "1280" 1992 0 7.7 32
"699" "Blackbea" "n" "1280" 1993 0 7.7 21
"700" "Blackbea" "n" "1280" 1994 0 7.7 21
"701" "Blackbea" "n" "1280" 1995 0 7.7 22
"702" "Blackbea" "n" "1280" 1996 7 7.7 25
"703" "Blackbea" "n" "1280" 1997 0 7.7 31
"704" "Blackbea" "n" "1280" 1998 8 7.7 14
"705" "Blackbea" "n" "1284" 1991 0 12.1 29
"706" "Blackbea" "n" "1284" 1992 0 12.1 30
"707" "Blackbea" "n" "1284" 1993 0 12.1 30
"708" "Blackbea" "n" "1284" 1994 57 12.1 12
"709" "Blackbea" "n" "1284" 1995 0 12.1 13
"710" "Blackbea" "n" "1284" 1996 19 12.1 12
"711" "Blackbea" "n" "1284" 1997 0 12.1 22
"712" "Blackbea" "n" "1284" 1998 29 12.1 16
"713" "Blackbea" "n" "1285" 1991 0 8.2 40
"714" "Blackbea" "n" "1285" 1992 0 8.2 27
"715" "Blackbea" "n" "1285" 1993 0 8.2 21
"716" "Blackbea" "n" "1285" 1994 0 8.2 20
"717" "Blackbea" "n" "1285" 1995 0 8.2 28
"718" "Blackbea" "n" "1285" 1996 0 8.2 20
"719" "Blackbea" "n" "1285" 1997 0 8.2 29
"720" "Blackbea" "n" "1285" 1998 0 8.2 26
"721" "Blackbea" "n" "1289" 1991 0 10 35
"722" "Blackbea" "n" "1289" 1992 0 10 29
"723" "Blackbea" "n" "1289" 1993 0 10 30
"724" "Blackbea" "n" "1289" 1994 8 10 29
"725" "Blackbea" "n" "1289" 1995 0 10 31
"726" "Blackbea" "n" "1289" 1996 23 10 30
"727" "Blackbea" "n" "1289" 1997 0 10 31
"728" "Blackbea" "n" "1289" 1998 31 10 30
"729" "Blackbea" "n" "1294" 1991 0 9.6 32
"730" "Blackbea" "n" "1294" 1992 0 9.6 31
"731" "Blackbea" "n" "1294" 1993 0 9.6 28
"732" "Blackbea" "n" "1294" 1994 14 9.6 28
"733" "Blackbea" "n" "1294" 1995 0 9.6 19
"734" "Blackbea" "n" "1294" 1996 3 9.6 24
"735" "Blackbea" "n" "1294" 1997 0 9.6 23
"736" "Blackbea" "n" "1294" 1998 7 9.6 10
"737" "Fajita" "n" "630" 1991 0 8.6 12
"738" "Fajita" "n" "630" 1992 1 8.6 8
"739" "Fajita" "n" "630" 1993 3 8.6 12
"740" "Fajita" "n" "630" 1994 7 8.6 11
"741" "Fajita" "n" "630" 1995 0 8.6 11
"742" "Fajita" "n" "630" 1996 0 8.6 12
"743" "Fajita" "n" "630" 1997 9 8.6 8
"744" "Fajita" "n" "630" 1998 34 8.6 7
"745" "Fajita" "n" "632" 1991 0 11.6 10
"746" "Fajita" "n" "632" 1992 2 11.6 8
"747" "Fajita" "n" "632" 1993 13 11.6 9
"748" "Fajita" "n" "632" 1994 11 11.6 7
"749" "Fajita" "n" "632" 1995 7 11.6 10
"750" "Fajita" "n" "632" 1996 12 11.6 5
"751" "Fajita" "n" "632" 1997 25 11.6 8
"752" "Fajita" "n" "632" 1998 34 11.6 5
"753" "Fajita" "n" "635" 1991 0 6.6 12
"754" "Fajita" "n" "635" 1992 0 6.6 9
"755" "Fajita" "n" "635" 1993 4 6.6 15
"756" "Fajita" "n" "635" 1994 6 6.6 6
"757" "Fajita" "n" "635" 1995 0 6.6 6
"758" "Fajita" "n" "635" 1996 0 6.6 8
"759" "Fajita" "n" "635" 1997 0 6.6 10
"760" "Fajita" "n" "635" 1998 4 6.6 8
"761" "Fajita" "n" "647" 1991 NA 10.1 7
"762" "Fajita" "n" "647" 1992 4 10.1 10
"763" "Fajita" "n" "647" 1993 15 10.1 10
"764" "Fajita" "n" "647" 1994 8 10.1 8
"765" "Fajita" "n" "647" 1995 8 10.1 9
"766" "Fajita" "n" "647" 1996 11 10.1 6
"767" "Fajita" "n" "647" 1997 26 10.1 9
"768" "Fajita" "n" "647" 1998 25 10.1 6
"769" "Fajita" "n" "654" 1991 NA 9.4 14
"770" "Fajita" "n" "654" 1992 2 9.4 16
"771" "Fajita" "n" "654" 1993 10 9.4 13
"772" "Fajita" "n" "654" 1994 26 9.4 7
"773" "Fajita" "n" "654" 1995 12 9.4 13
"774" "Fajita" "n" "654" 1996 22 9.4 5
"775" "Fajita" "n" "654" 1997 0 9.4 12
"776" "Fajita" "n" "654" 1998 11 9.4 10
"777" "Fajita" "n" "665" 1991 NA 10.2 NA
"778" "Fajita" "n" "665" 1992 NA 10.2 NA
"779" "Fajita" "n" "665" 1993 NA 10.2 7
"780" "Fajita" "n" "665" 1994 NA 10.2 8
"781" "Fajita" "n" "665" 1995 3 10.2 8
"782" "Fajita" "n" "665" 1996 10 10.2 15
"783" "Fajita" "n" "665" 1997 13 10.2 10
"784" "Fajita" "n" "665" 1998 23 10.2 8
"785" "Fajita" "n" "671" 1991 NA 6.7 16
"786" "Fajita" "n" "671" 1992 NA 6.7 13
"787" "Fajita" "n" "671" 1993 NA 6.7 12
"788" "Fajita" "n" "671" 1994 NA 6.7 15
"789" "Fajita" "n" "671" 1995 6 6.7 9
"790" "Fajita" "n" "671" 1996 11 6.7 11
"791" "Fajita" "n" "671" 1997 6 6.7 10
"792" "Fajita" "n" "671" 1998 2 6.7 8
"793" "Fajita" "n" "672a" 1991 0 NA 13
"794" "Fajita" "n" "672a" 1992 0 NA 10
"795" "Fajita" "n" "672a" 1993 0 NA 11
"796" "Fajita" "n" "672a" 1994 13 NA 8
"797" "Fajita" "n" "672a" 1995 4 NA 6
"798" "Fajita" "n" "672a" 1996 4 NA 10
"799" "Fajita" "n" "672a" 1997 0 NA 8
"800" "Fajita" "n" "672a" 1998 0 NA 3
"801" "Fajita" "n" "675" 1991 0 6.7 11
"802" "Fajita" "n" "675" 1992 0 6.7 12
"803" "Fajita" "n" "675" 1993 7 6.7 4
"804" "Fajita" "n" "675" 1994 0 6.7 7
"805" "Fajita" "n" "675" 1995 2 6.7 7
"806" "Fajita" "n" "675" 1996 2 6.7 5
"807" "Fajita" "n" "675" 1997 0 6.7 5
"808" "Fajita" "n" "675" 1998 5 6.7 7
"809" "Fajita" "n" "683" 1991 0 6.8 6
"810" "Fajita" "n" "683" 1992 0 6.8 6
"811" "Fajita" "n" "683" 1993 0 6.8 7
"812" "Fajita" "n" "683" 1994 4 6.8 6
"813" "Fajita" "n" "683" 1995 0 6.8 6
"814" "Fajita" "n" "683" 1996 1 6.8 11
"815" "Fajita" "n" "683" 1997 0 6.8 8
"816" "Fajita" "n" "683" 1998 0 6.8 8
"817" "Fajita" "n" "684" 1991 0 8.5 12
"818" "Fajita" "n" "684" 1992 6 8.5 8
"819" "Fajita" "n" "684" 1993 0 8.5 12
"820" "Fajita" "n" "684" 1994 18 8.5 6
"821" "Fajita" "n" "684" 1995 1 8.5 6
"822" "Fajita" "n" "684" 1996 15 8.5 5
"823" "Fajita" "n" "684" 1997 0 8.5 15
"824" "Fajita" "n" "684" 1998 13 8.5 10
"825" "Fajita" "n" "685" 1991 0 7.8 10
"826" "Fajita" "n" "685" 1992 0 7.8 9
"827" "Fajita" "n" "685" 1993 0 7.8 9
"828" "Fajita" "n" "685" 1994 28 7.8 8
"829" "Fajita" "n" "685" 1995 0 7.8 8
"830" "Fajita" "n" "685" 1996 0 7.8 9
"831" "Fajita" "n" "685" 1997 1 7.8 12
"832" "Fajita" "n" "685" 1998 11 7.8 10
"833" "Fajita" "n" "687" 1991 0 7.9 25
"834" "Fajita" "n" "687" 1992 0 7.9 24
"835" "Fajita" "n" "687" 1993 2 7.9 12
"836" "Fajita" "n" "687" 1994 19 7.9 8
"837" "Fajita" "n" "687" 1995 11 7.9 10
"838" "Fajita" "n" "687" 1996 0 7.9 10
"839" "Fajita" "n" "687" 1997 0 7.9 15
"840" "Fajita" "n" "687" 1998 0 7.9 13
"841" "Fajita" "n" "691" 1991 5 9.8 9
"842" "Fajita" "n" "691" 1992 25 9.8 6
"843" "Fajita" "n" "691" 1993 7 9.8 9
"844" "Fajita" "n" "691" 1994 8 9.8 10
"845" "Fajita" "n" "691" 1995 4 9.8 12
"846" "Fajita" "n" "691" 1996 15 9.8 11
"847" "Fajita" "n" "691" 1997 15 9.8 9
"848" "Fajita" "n" "691" 1998 35 9.8 7
"849" "Fajita" "n" "696" 1991 0 6.2 12
"850" "Fajita" "n" "696" 1992 0 6.2 11
"851" "Fajita" "n" "696" 1993 5 6.2 10
"852" "Fajita" "n" "696" 1994 11 6.2 11
"853" "Fajita" "n" "696" 1995 3 6.2 13
"854" "Fajita" "n" "696" 1996 0 6.2 12
"855" "Fajita" "n" "696" 1997 0 6.2 10
"856" "Fajita" "n" "696" 1998 20 6.2 7
"857" "Fajita" "n" "697" 1991 NA 7.2 NA
"858" "Fajita" "n" "697" 1992 NA 7.2 20
"859" "Fajita" "n" "697" 1993 1 7.2 24
"860" "Fajita" "n" "697" 1994 25 7.2 13
"861" "Fajita" "n" "697" 1995 4 7.2 12
"862" "Fajita" "n" "697" 1996 5 7.2 11
"863" "Fajita" "n" "697" 1997 0 7.2 22
"864" "Fajita" "n" "697" 1998 16 7.2 21
"865" "Fajita" "n" "699" 1991 0 6.7 7
"866" "Fajita" "n" "699" 1992 0 6.7 8
"867" "Fajita" "n" "699" 1993 3 6.7 8
"868" "Fajita" "n" "699" 1994 33 6.7 4
"869" "Fajita" "n" "699" 1995 0 6.7 3
"870" "Fajita" "n" "699" 1996 0 6.7 11
"871" "Fajita" "n" "699" 1997 0 6.7 8
"872" "Fajita" "n" "699" 1998 0 6.7 7
"873" "Fajita" "n" "700" 1991 0 15.4 13
"874" "Fajita" "n" "700" 1992 10 15.4 11
"875" "Fajita" "n" "700" 1993 11 15.4 9
"876" "Fajita" "n" "700" 1994 30 15.4 7
"877" "Fajita" "n" "700" 1995 9 15.4 8
"878" "Fajita" "n" "700" 1996 12 15.4 8
"879" "Fajita" "n" "700" 1997 2 15.4 16
"880" "Fajita" "n" "700" 1998 37 15.4 12
"881" "Fajita" "n" "704" 1991 20 9.2 26
"882" "Fajita" "n" "704" 1992 3 9.2 21
"883" "Fajita" "n" "704" 1993 21 9.2 28
"884" "Fajita" "n" "704" 1994 107 9.2 16
"885" "Fajita" "n" "704" 1995 55 9.2 28
"886" "Fajita" "n" "704" 1996 0 9.2 17
"887" "Fajita" "n" "704" 1997 5 9.2 21
"888" "Fajita" "n" "704" 1998 15 9.2 12
"889" "Fajita" "n" "705" 1991 0 12.9 16
"890" "Fajita" "n" "705" 1992 10 12.9 15
"891" "Fajita" "n" "705" 1993 30 12.9 13
"892" "Fajita" "n" "705" 1994 67 12.9 10
"893" "Fajita" "n" "705" 1995 0 12.9 13
"894" "Fajita" "n" "705" 1996 0 12.9 19
"895" "Fajita" "n" "705" 1997 2 12.9 18
"896" "Fajita" "n" "705" 1998 47 12.9 10
"897" "Fajita" "n" "708" 1991 0 6.7 3
"898" "Fajita" "n" "708" 1992 0 6.7 6
"899" "Fajita" "n" "708" 1993 0 6.7 7
"900" "Fajita" "n" "708" 1994 17 6.7 9
"901" "Fajita" "n" "708" 1995 5 6.7 10
"902" "Fajita" "n" "708" 1996 0 6.7 10
"903" "Fajita" "n" "708" 1997 12 6.7 8
"904" "Fajita" "n" "708" 1998 8 6.7 4
"905" "Fajita" "n" "709" 1991 0 9.6 8
"906" "Fajita" "n" "709" 1992 0 9.6 6
"907" "Fajita" "n" "709" 1993 5 9.6 11
"908" "Fajita" "n" "709" 1994 18 9.6 10
"909" "Fajita" "n" "709" 1995 0 9.6 11
"910" "Fajita" "n" "709" 1996 5 9.6 8
"911" "Fajita" "n" "709" 1997 2 9.6 9
"912" "Fajita" "n" "709" 1998 56 9.6 4
"913" "Fajita" "n" "710" 1991 0 8.4 12
"914" "Fajita" "n" "710" 1992 0 8.4 14
"915" "Fajita" "n" "710" 1993 0 8.4 12
"916" "Fajita" "n" "710" 1994 41 8.4 10
"917" "Fajita" "n" "710" 1995 40 8.4 8
"918" "Fajita" "n" "710" 1996 0 8.4 10
"919" "Fajita" "n" "710" 1997 0 8.4 9
"920" "Fajita" "n" "710" 1998 13 8.4 7
"921" "Fajita" "n" "714" 1991 0 8 13
"922" "Fajita" "n" "714" 1992 0 8 17
"923" "Fajita" "n" "714" 1993 0 8 10.5
"924" "Fajita" "n" "714" 1994 6 8 7
"925" "Fajita" "n" "714" 1995 27 8 19
"926" "Fajita" "n" "714" 1996 0 8 9
"927" "Fajita" "n" "714" 1997 14 8 12
"928" "Fajita" "n" "714" 1998 7 8 8
"929" "Fajita" "n" "718" 1991 0 8.7 18
"930" "Fajita" "n" "718" 1992 0 8.7 17
"931" "Fajita" "n" "718" 1993 0 8.7 13
"932" "Fajita" "n" "718" 1994 1 8.7 12
"933" "Fajita" "n" "718" 1995 0 8.7 13
"934" "Fajita" "n" "718" 1996 0 8.7 8
"935" "Fajita" "n" "718" 1997 0 8.7 12
"936" "Fajita" "n" "718" 1998 0 8.7 7
"937" "Fajita" "n" "719" 1991 0 6.7 12
"938" "Fajita" "n" "719" 1992 5 6.7 9
"939" "Fajita" "n" "719" 1993 3 6.7 9
"940" "Fajita" "n" "719" 1994 3 6.7 5
"941" "Fajita" "n" "719" 1995 0 6.7 6
"942" "Fajita" "n" "719" 1996 0 6.7 8
"943" "Fajita" "n" "719" 1997 0 6.7 12
"944" "Fajita" "n" "719" 1998 2 6.7 6
"945" "Fajita" "n" "720" 1991 0 9.2 9
"946" "Fajita" "n" "720" 1992 0 9.2 16
"947" "Fajita" "n" "720" 1993 0 9.2 10
"948" "Fajita" "n" "720" 1994 6 9.2 11
"949" "Fajita" "n" "720" 1995 18 9.2 18
"950" "Fajita" "n" "720" 1996 0 9.2 10
"951" "Fajita" "n" "720" 1997 2 9.2 14
"952" "Fajita" "n" "720" 1998 17 9.2 9
"953" "Fajita" "n" "723" 1991 0 9.5 10
"954" "Fajita" "n" "723" 1992 0 9.5 12
"955" "Fajita" "n" "723" 1993 0 9.5 6
"956" "Fajita" "n" "723" 1994 39 9.5 6
"957" "Fajita" "n" "723" 1995 2 9.5 8
"958" "Fajita" "n" "723" 1996 17 9.5 6
"959" "Fajita" "n" "723" 1997 6 9.5 8
"960" "Fajita" "n" "723" 1998 44 9.5 5
"961" "Fajita" "n" "730" 1991 2 8 14
"962" "Fajita" "n" "730" 1992 5 8 14
"963" "Fajita" "n" "730" 1993 5 8 14
"964" "Fajita" "n" "730" 1994 61 8 11
"965" "Fajita" "n" "730" 1995 5.5 8 11
"966" "Fajita" "n" "730" 1996 12.5 8 10
"967" "Fajita" "n" "730" 1997 0 8 6
"968" "Fajita" "n" "730" 1998 25.5 8 7
"969" "Fajita" "n" "740" 1991 0 5.5 11
"970" "Fajita" "n" "740" 1992 0 5.5 10
"971" "Fajita" "n" "740" 1993 5 5.5 9
"972" "Fajita" "n" "740" 1994 9 5.5 10
"973" "Fajita" "n" "740" 1995 0 5.5 13
"974" "Fajita" "n" "740" 1996 0 5.5 7
"975" "Fajita" "n" "740" 1997 0 5.5 11
"976" "Fajita" "n" "740" 1998 0 5.5 7
"977" "Fajita" "n" "741" 1991 0 8.5 16
